"","rt","subject","is.predictable","t"
"406",568.227381334823,6,1,46
"407",558.766546264989,6,1,47
"408",557.080821723064,6,1,48
"409",556.763608634913,6,1,49
"410",549.360569345178,6,1,50
"411",548.766004540179,6,1,51
"412",538.986431221827,6,1,52
"413",531.452856710919,6,1,53
"414",493.598871702794,6,1,54
"415",434.39885395395,6,1,55
"416",369.413634592354,6,1,56
"417",311.766732960664,6,1,57
"418",297.556407012324,6,1,58
"419",292.931568906346,6,1,59
"420",284.55537524162,6,1,60
"421",283.026802661163,6,1,61
"422",281.563675222582,6,1,62
"423",280.658703464702,6,1,63
"424",279.877639692138,6,1,64
"425",282.353086100374,6,1,65
"426",289.274776906101,6,1,66
"427",288.057569757962,6,1,67
"428",284.474504850261,6,1,68
"429",272.255351845236,6,1,69
"430",282.940157418318,6,1,70
"431",282.370170958516,6,1,71
"432",288.82308143945,6,1,72
"433",768.424714494731,7,1,1
"434",768.486414030729,7,1,2
"435",744.355970825452,7,1,3
"436",746.574601242581,7,1,4
"437",757.129885177165,7,1,5
"438",749.303967129514,7,1,6
"439",754.762126323116,7,1,7
"440",741.213602027072,7,1,8
"441",741.365685736699,7,1,9
"442",749.441349995524,7,1,10
"443",750.396885528409,7,1,11
"444",750.019673534189,7,1,12
"445",751.310244977003,7,1,13
"446",737.355877996121,7,1,14
"447",740.322666494401,7,1,15
"448",736.040448191613,7,1,16
"449",745.428360186567,7,1,17
"450",742.922268688702,7,1,18
"451",733.946615562539,7,1,19
"452",722.48566364873,7,1,20
"453",735.496699795593,7,1,21
"454",733.790924304828,7,1,22
"455",727.472277774761,7,1,23
"456",736.617351859681,7,1,24
"457",737.906554759308,7,1,25
"458",738.724004238431,7,1,26
"459",734.087851050793,7,1,27
"460",728.541167982307,7,1,28
"461",738.921008395053,7,1,29
"462",742.300689512222,7,1,30
"463",732.233424295121,7,1,31
"464",729.77742308042,7,1,32
"465",741.315012041872,7,1,33
"466",739.172566673738,7,1,34
"467",729.886325406741,7,1,35
"468",731.036636380782,7,1,36
"469",729.482485657418,7,1,37
"470",727.543131594131,7,1,38
"471",728.765543170198,7,1,39
"472",727.296029772959,7,1,40
"473",732.160134816184,7,1,41
"474",731.405684457102,7,1,42
"475",727.933361440917,7,1,43
"476",730.540642270426,7,1,44
"477",734.80300438535,7,1,45
"478",719.88531336178,7,1,46
"479",727.570414533563,7,1,47
"480",723.040418789922,7,1,48
"481",724.901262889772,7,1,49
"482",726.266683437353,7,1,50
"483",719.508013649655,7,1,51
"484",719.096010126078,7,1,52
"485",716.87341013105,7,1,53
"486",714.171416558816,7,1,54
"487",710.597245406002,7,1,55
"488",688.696867851803,7,1,56
"489",693.265206185844,7,1,57
"490",672.128166556051,7,1,58
"491",651.488013105006,7,1,59
"492",627.229154911292,7,1,60
"493",613.036407873589,7,1,61
"494",588.842971654453,7,1,62
"495",561.902472689642,7,1,63
"496",552.933850367859,7,1,64
"497",532.146453091072,7,1,65
"498",518.154025781159,7,1,66
"499",507.295436265178,7,1,67
"500",502.008822786453,7,1,68
"501",490.001802503228,7,1,69
"502",480.772674164593,7,1,70
"503",484.77633541125,7,1,71
"504",481.567519448938,7,1,72
"505",573.336280629338,8,1,1
"506",544.88405525102,8,1,2
"507",534.15636629052,8,1,3
"508",525.483755638579,8,1,4
"509",517.25250226292,8,1,5
"510",501.462260106095,8,1,6
"511",479.487051850539,8,1,7
"512",468.417990181943,8,1,8
"513",442.77064528926,8,1,9
"514",423.952856402874,8,1,10
"515",410.043663274399,8,1,11
"516",395.30243677673,8,1,12
"517",375.271390110457,8,1,13
"518",354.229355145299,8,1,14
"519",338.490638010511,8,1,15
"520",316.377088045484,8,1,16
"521",294.982307693287,8,1,17
"522",297.202674984132,8,1,18
"523",295.549749655971,8,1,19
"524",281.434554998911,8,1,20
"525",279.199406368017,8,1,21
"526",265.576704950116,8,1,22
"527",260.242443737196,8,1,23
"528",255.670196816488,8,1,24
"529",247.377636674131,8,1,25
"530",264.811627421209,8,1,26
"531",257.509177829798,8,1,27
"532",246.892424146194,8,1,28
"533",261.999141678293,8,1,29
"534",250.31186511352,8,1,30
"535",251.121115955093,8,1,31
"536",245.065175836902,8,1,32
"537",252.238347457874,8,1,33
"538",250.826334830266,8,1,34
"539",249.480633415283,8,1,35
"540",254.094349689249,8,1,36
"541",247.633461168586,8,1,37
"542",250.084165386291,8,1,38
"543",251.364818824564,8,1,39
"544",251.535793162763,8,1,40
"545",247.172864897437,8,1,41
"546",244.122471848531,8,1,42
"547",244.713389404732,8,1,43
"548",245.395959347215,8,1,44
"549",246.890931808614,8,1,45
"550",246.636871084114,8,1,46
"551",246.952299772943,8,1,47
"552",241.703560462261,8,1,48
"553",252.134938235251,8,1,49
"554",250.350055577916,8,1,50
"555",242.814344187178,8,1,51
"556",241.066581938373,8,1,52
"557",249.798759111658,8,1,53
"558",248.209493098233,8,1,54
"559",257.188088180895,8,1,55
"560",254.660392556442,8,1,56
"561",252.705506627919,8,1,57
"562",248.743641619875,8,1,58
"563",249.703006224705,8,1,59
"564",238.86913558654,8,1,60
"565",250.0273814646,8,1,61
"566",248.701460489816,8,1,62
"567",245.350299098487,8,1,63
"568",256.219959798411,8,1,64
"569",245.544233599711,8,1,65
"570",251.575971809159,8,1,66
"571",248.345305981458,8,1,67
"572",240.373479870903,8,1,68
"573",261.922592240429,8,1,69
"574",251.425060564225,8,1,70
"575",256.098206742083,8,1,71
"576",249.443117743126,8,1,72
"577",900.120478738447,9,1,1
"578",881.690090257562,9,1,2
"579",873.845946301495,9,1,3
"580",867.635964796157,9,1,4
"581",862.824637896967,9,1,5
"582",864.495731525125,9,1,6
"583",860.289946082357,9,1,7
"584",862.237935904998,9,1,8
"585",860.859493491398,9,1,9
"586",854.685512202365,9,1,10
"587",855.367740318693,9,1,11
"588",845.767971478303,9,1,12
"589",852.266100485961,9,1,13
"590",849.552473693246,9,1,14
"591",844.782235002593,9,1,15
"592",851.397104012245,9,1,16
"593",849.316428251366,9,1,17
"594",857.194712554725,9,1,18
"595",852.954892339687,9,1,19
"596",842.91391403894,9,1,20
"597",844.380238632578,9,1,21
"598",848.119539963034,9,1,22
"599",843.932204975043,9,1,23
"600",842.754904406778,9,1,24
"601",847.391130263249,9,1,25
"602",843.557806243297,9,1,26
"603",845.215302949316,9,1,27
"604",846.838933978089,9,1,28
"605",847.22214050193,9,1,29
"606",838.194995069997,9,1,30
"607",836.695689657438,9,1,31
"608",840.196794176555,9,1,32
"609",835.603763692461,9,1,33
"610",833.524445176457,9,1,34
"611",840.836152244279,9,1,35
"612",840.814726077014,9,1,36
"613",831.513954751224,9,1,37
"614",826.632968471785,9,1,38
"615",839.24525211495,9,1,39
"616",827.356238881544,9,1,40
"617",819.838253405557,9,1,41
"618",831.416414632316,9,1,42
"619",825.102458476396,9,1,43
"620",827.18767491441,9,1,44
"621",815.688472771082,9,1,45
"622",819.39773684903,9,1,46
"623",810.928217304247,9,1,47
"624",810.100530906874,9,1,48
"625",794.228940945777,9,1,49
"626",793.089291132291,9,1,50
"627",776.582361260177,9,1,51
"628",769.520263814258,9,1,52
"629",764.023044918526,9,1,53
"630",748.199176583906,9,1,54
"631",730.246513468739,9,1,55
"632",713.746813562567,9,1,56
"633",699.254915502888,9,1,57
"634",679.677349338827,9,1,58
"635",654.7412310073,9,1,59
"636",630.989054548545,9,1,60
"637",622.838406988293,9,1,61
"638",585.464247804815,9,1,62
"639",576.630178310953,9,1,63
"640",550.607787383369,9,1,64
"641",519.285687818014,9,1,65
"642",502.834640758914,9,1,66
"643",484.086587803544,9,1,67
"644",453.677762117624,9,1,68
"645",440.266141945166,9,1,69
"646",424.242569644558,9,1,70
"647",415.795933501428,9,1,71
"648",398.54877711754,9,1,72
"649",665.414271817499,10,1,1
"650",408.209932227023,10,1,2
"651",343.881106575586,10,1,3
"652",323.770954746481,10,1,4
"653",286.835208234955,10,1,5
"654",287.010604262247,10,1,6
"655",271.61427546531,10,1,7
"656",269.807812248608,10,1,8
"657",257.257483983114,10,1,9
"658",255.614875114602,10,1,10
"659",265.21101167094,10,1,11
"660",249.678065202069,10,1,12
"661",254.461639379032,10,1,13
"662",252.598682795371,10,1,14
"663",233.507750237322,10,1,15
"664",232.175587838477,10,1,16
"665",230.525591143103,10,1,17
"666",231.67406361502,10,1,18
"667",218.197896886102,10,1,19
"668",220.563386413844,10,1,20
"669",211.440220649239,10,1,21
"670",216.471375603431,10,1,22
"671",195.350037992118,10,1,23
"672",186.173745565926,10,1,24
"673",186.590379374169,10,1,25
"674",183.601601833253,10,1,26
"675",172.961387172494,10,1,27
"676",159.86537866947,10,1,28
"677",166.930043947079,10,1,29
"678",161.696725491329,10,1,30
"679",169.815998474761,10,1,31
"680",160.614145226196,10,1,32
"681",148.281138822466,10,1,33
"682",149.088387343989,10,1,34
"683",151.122476008162,10,1,35
"684",148.902352066338,10,1,36
"685",154.328137533302,10,1,37
"686",145.975041034078,10,1,38
"687",152.374885312938,10,1,39
"688",143.742124665353,10,1,40
"689",138.396614806201,10,1,41
"690",152.005138523357,10,1,42
"691",146.889220600427,10,1,43
"692",159.663167695004,10,1,44
"693",149.11059304973,10,1,45
"694",139.954391865471,10,1,46
"695",140.092100409038,10,1,47
"696",145.687582001199,10,1,48
"697",149.995336388543,10,1,49
"698",140.233537928345,10,1,50
"699",147.378014804319,10,1,51
"700",138.835845327717,10,1,52
"701",153.995975607948,10,1,53
"702",143.497717889757,10,1,54
"703",144.128925325848,10,1,55
"704",146.011218016653,10,1,56
"705",146.979206107884,10,1,57
"706",155.784032386702,10,1,58
"707",146.319459194154,10,1,59
"708",146.693016637888,10,1,60
"709",147.855522305996,10,1,61
"710",146.720259538118,10,1,62
"711",152.78048883786,10,1,63
"712",143.303642110851,10,1,64
"713",136.445401394758,10,1,65
"714",151.706648981456,10,1,66
"715",152.713770298397,10,1,67
"716",139.728064989328,10,1,68
"717",140.703534594926,10,1,69
"718",147.195875257542,10,1,70
"719",148.808363386369,10,1,71
"720",151.602639113468,10,1,72
"721",858.326026131851,11,1,1
"722",788.723506101018,11,1,2
"723",756.033624082479,11,1,3
"724",737.707490173903,11,1,4
"725",710.897536294641,11,1,5
"726",696.168438908524,11,1,6
"727",687.26793480141,11,1,7
"728",678.482184442179,11,1,8
"729",674.425831812011,11,1,9
"730",657.453532965287,11,1,10
"731",646.395712563542,11,1,11
"732",651.549064575378,11,1,12
"733",648.3924260614,11,1,13
"734",641.841635835458,11,1,14
"735",633.54599644172,11,1,15
"736",622.139863614084,11,1,16
"737",630.186829957296,11,1,17
"738",617.560749748611,11,1,18
"739",611.674140081404,11,1,19
"740",616.846798846166,11,1,20
"741",618.295081298127,11,1,21
"742",609.166076857023,11,1,22
"743",605.068490491746,11,1,23
"744",607.297978241479,11,1,24
"745",603.213756203114,11,1,25
"746",602.34703287144,11,1,26
"747",590.729045964554,11,1,27
"748",586.215333253829,11,1,28
"749",581.555818914175,11,1,29
"750",588.773307786097,11,1,30
"751",591.601322916353,11,1,31
"752",595.076797516067,11,1,32
"753",588.334793699875,11,1,33
"754",584.459304757631,11,1,34
"755",589.314899554377,11,1,35
"756",585.776832060957,11,1,36
"757",575.447143747362,11,1,37
"758",586.881279686203,11,1,38
"759",566.965640954622,11,1,39
"760",568.712463289886,11,1,40
"761",577.609728006226,11,1,41
"762",569.794281220283,11,1,42
"763",562.739557100118,11,1,43
"764",576.97994331986,11,1,44
"765",559.272207653841,11,1,45
"766",566.711777776446,11,1,46
"767",561.232655312232,11,1,47
"768",560.481361072271,11,1,48
"769",547.187189632527,11,1,49
"770",540.472873578357,11,1,50
"771",537.44898209047,11,1,51
"772",525.173912451174,11,1,52
"773",514.499479449462,11,1,53
"774",501.674488254163,11,1,54
"775",483.129412121992,11,1,55
"776",455.860148300756,11,1,56
"777",428.186459405009,11,1,57
"778",413.782104336333,11,1,58
"779",386.902761461282,11,1,59
"780",366.022536243766,11,1,60
"781",354.862815032464,11,1,61
"782",326.022991331445,11,1,62
"783",317.632622328116,11,1,63
"784",303.612666323417,11,1,64
"785",289.053322474281,11,1,65
"786",298.985921416669,11,1,66
"787",295.121431991829,11,1,67
"788",291.161570799322,11,1,68
"789",284.685862506612,11,1,69
"790",276.618451929587,11,1,70
"791",274.124989626351,11,1,71
"792",274.241919036609,11,1,72
"793",755.700945359796,12,1,1
"794",760.090908698842,12,1,2
"795",769.957707259331,12,1,3
"796",750.305133530565,12,1,4
"797",759.333538394216,12,1,5
"798",762.561182398603,12,1,6
"799",760.087976928268,12,1,7
"800",754.359968617395,12,1,8
"801",760.856053079531,12,1,9
"802",755.550590783605,12,1,10
"803",753.754670109543,12,1,11
"804",747.261085855954,12,1,12
"805",761.462176118871,12,1,13
"806",768.203596119091,12,1,14
"807",753.093771646674,12,1,15
"808",760.955874141178,12,1,16
"809",764.428415995836,12,1,17
"810",751.106845379206,12,1,18
"811",756.130488159514,12,1,19
"812",764.440175664181,12,1,20
"813",766.361782900633,12,1,21
"814",768.973950957881,12,1,22
"815",756.189040638048,12,1,23
"816",767.563168877683,12,1,24
"817",763.692095074855,12,1,25
"818",755.744755543402,12,1,26
"819",757.561693446349,12,1,27
"820",750.214218146369,12,1,28
"821",759.484699434903,12,1,29
"822",758.61143873985,12,1,30
"823",765.578532625055,12,1,31
"824",762.10766183787,12,1,32
"825",759.615282190025,12,1,33
"826",751.985716590818,12,1,34
"827",744.385235372598,12,1,35
"828",757.655420189852,12,1,36
"829",758.607285556407,12,1,37
"830",765.316676004863,12,1,38
"831",754.203690896295,12,1,39
"832",757.426812426264,12,1,40
"833",744.449704780469,12,1,41
"834",754.790738623785,12,1,42
"835",754.768978001337,12,1,43
"836",747.783857158466,12,1,44
"837",746.050380268837,12,1,45
"838",743.515107158074,12,1,46
"839",726.10162752823,12,1,47
"840",720.776380874189,12,1,48
"841",704.075793047999,12,1,49
"842",696.695834444879,12,1,50
"843",675.738239346661,12,1,51
"844",638.705660096642,12,1,52
"845",625.627092488421,12,1,53
"846",594.809334804522,12,1,54
"847",563.142948333496,12,1,55
"848",541.757344087708,12,1,56
"849",519.052255492091,12,1,57
"850",501.066024539199,12,1,58
"851",497.55258150154,12,1,59
"852",489.144012655165,12,1,60
"853",477.327399796365,12,1,61
"854",461.162383411582,12,1,62
"855",463.183183321145,12,1,63
"856",465.860476414767,12,1,64
"857",448.3253981632,12,1,65
"858",462.000135389468,12,1,66
"859",451.959764967679,12,1,67
"860",457.860051018292,12,1,68
"861",450.359344286768,12,1,69
"862",453.05419416972,12,1,70
"863",447.823170564749,12,1,71
"864",453.629276534728,12,1,72
"865",1191.09361185359,13,1,1
"866",964.691140110544,13,1,2
"867",864.262574386374,13,1,3
"868",801.584488133984,13,1,4
"869",753.738659233253,13,1,5
"870",714.893561657849,13,1,6
"871",692.791671600974,13,1,7
"872",674.934122260197,13,1,8
